Company,Store_ID,Region,Location_Type,Customer_Age,Customer_Gender,Customer_Income,Family_Size,Product_Category,Units_Sold,Price_Per_Unit,Sales,Total_Cost,Profit,Profit_Margin (%),Date
Walmart,1911,South,Urban,52,Female,112617,2,Electronics,5,437.9981065800002,2189.9905329000007,1789.5201437512133,400.4703891487875,18.286398189058918,2023-06-27
Walmart,1519,West,Rural,57,Female,70626,1,Groceries,2,370.0285635064255,740.057127012851,638.1532708067415,101.90385620610948,13.769728374542083,2023-06-28
Walmart,1899,West,Urban,31,Male,57228,5,Groceries,9,130.1545133416932,1171.3906200752388,1042.5784957781354,128.8121242971033,10.996513211692754,2023-06-29
Walmart,1359,West,Urban,52,Male,43386,1,Furniture,4,38.3058833961497,153.2235335845988,90.84866343862046,62.37487014597835,40.7084138361419,2023-06-30
Walmart,1899,South,Rural,65,Female,66754,2,Furniture,17,137.6586471077671,2340.197000832041,1995.0624496507148,345.13455118132606,14.748098175436336,2023-07-01
Target,1695,West,Rural,62,Female,48302,5,Groceries,17,456.5430772068552,7761.232312516538,4899.681758517176,2861.550553999362,36.869796428906525,2023-07-02
Walmart,1280,East,Suburban,37,Male,80815,5,Electronics,18,318.42344407340727,5731.621993321331,3124.5147353371976,2607.107257984133,45.486378219324614,2023-07-03
Walmart,1194,North,Rural,66,Male,104748,1,Clothing,16,361.92205714444657,5790.752914311145,4910.616206347267,880.1367079638785,15.199002979193383,2023-07-04
Walmart,1863,North,Suburban,30,Male,83344,4,Clothing,8,132.29041379900244,1058.3233103920195,798.4438236020301,259.8794867899894,24.55577461425526,2023-07-05
Target,1194,West,Rural,55,Male,55618,2,Toys,11,361.097137009536,3972.0685071048965,2247.7632153407503,1724.3052917641462,43.41076415675752,2023-07-06
Walmart,1666,North,Urban,66,Male,96234,3,Toys,18,18.92014560757226,340.5626209363007,228.83509431573998,111.7275266205607,32.8067496994799,2023-07-07
Walmart,1092,South,Suburban,63,Male,81114,3,Clothing,10,190.78406615764183,1907.8406615764184,1173.137095043082,734.7035665333365,38.509692204917286,2023-07-08
Target,1671,South,Suburban,66,Female,90130,1,Groceries,13,315.24290752845394,4098.1577978699015,3256.8790618101043,841.2787360597972,20.528217251592128,2023-07-09
Walmart,1945,North,Suburban,25,Male,45525,2,Groceries,17,77.31779994295351,1314.4025990302098,895.5898883051124,418.8127107250974,31.863350775029286,2023-07-10
Walmart,1060,South,Urban,60,Female,99818,2,Furniture,18,412.3867693512327,7422.961848322189,6648.835840095081,774.1260082271083,10.428802195744598,2023-07-11
Walmart,1633,North,Urban,37,Male,34334,1,Furniture,10,121.34049291189973,1213.4049291189972,633.2735970868287,580.1313320321685,47.81020070961618,2023-07-12
Walmart,1050,North,Urban,50,Male,114715,2,Toys,16,327.8791508451309,5246.066413522094,3368.0066723470354,1878.0597411750587,35.79938935455014,2023-07-13
Walmart,1402,North,Urban,43,Female,82767,4,Clothing,5,205.5725855747882,1027.862927873941,712.0623906204116,315.80053725352946,30.72399331560091,2023-07-14
Target,1788,West,Urban,56,Female,26644,1,Groceries,13,300.04157976143534,3900.5405368986594,2735.2673987572266,1165.2731381414328,29.874657810067205,2023-07-15
Target,1004,North,Suburban,38,Male,52933,4,Clothing,18,58.18802355130952,1047.3844239235714,656.0547156922656,391.32970823130574,37.36256710457454,2023-07-16
Target,1465,West,Urban,66,Female,63469,2,Electronics,17,13.371835961195625,227.32121134032562,179.9693163833548,47.351894956970824,20.830390036097278,2023-07-17
Walmart,1603,North,Suburban,59,Female,53687,1,Clothing,9,455.2343915532491,4097.109523979242,3482.1285883354803,614.9809356437618,15.010117060441011,2023-07-18
Walmart,1681,North,Urban,60,Female,72656,2,Electronics,14,138.46685433975549,1938.5359607565767,1697.1644299544482,241.37153080212852,12.451227920885483,2023-07-19
Walmart,1828,North,Rural,58,Female,37375,1,Furniture,17,410.74011637632725,6982.581978397563,5739.943190705826,1242.638787691737,17.796264928018946,2023-07-20
Target,1533,South,Suburban,26,Male,85206,2,Furniture,4,499.6783987337391,1998.7135949349563,1679.383279043141,319.3303158918152,15.97679210773603,2023-07-21
Walmart,1404,West,Rural,41,Female,116462,4,Toys,18,109.65847270946102,1973.8525087702983,1421.6043435133397,552.2481652569586,27.978187975200175,2023-07-22
Walmart,1837,West,Suburban,54,Male,56607,4,Clothing,15,136.25951688576103,2043.8927532864154,1697.1571610505425,346.7355922358729,16.964470942927406,2023-07-23
Target,1512,North,Rural,66,Male,103178,2,Clothing,11,333.1155948791595,3664.271543670755,2276.984066908847,1387.2874767619078,37.859843634081926,2023-07-24
Walmart,1644,North,Urban,58,Male,43993,1,Electronics,12,482.8970741273075,5794.764889527691,3821.0187407210183,1973.7461488066724,34.060849515631425,2023-07-25
Target,1232,South,Urban,34,Male,64386,3,Furniture,9,458.32810235441826,4124.952921189764,2585.376965440425,1539.5759557493393,37.32347944725822,2023-07-26
Target,1523,South,Urban,41,Female,66287,4,Electronics,13,253.9233824324645,3301.0039716220385,2267.640966050797,1033.3630055712415,31.304506582082976,2023-07-27
Target,1345,South,Suburban,38,Female,106724,4,Furniture,15,398.5795898507287,5978.693847760931,3672.304161741211,2306.38968601972,38.57681535045454,2023-07-28
Walmart,1045,West,Rural,68,Male,118132,3,Electronics,15,72.19419728445102,1082.9129592667653,957.9930766720008,124.91988259476443,11.535542309822116,2023-07-29
Walmart,1545,West,Urban,56,Male,113308,2,Furniture,5,488.8319011809861,2444.1595059049305,1527.9366215170035,916.222884387927,37.48621487977328,2023-07-30
Walmart,1944,West,Rural,58,Male,116393,1,Electronics,19,482.35485084781334,9164.742166108454,4941.79224808701,4222.949918021443,46.0782184755624,2023-07-31
Walmart,1077,North,Rural,56,Male,96312,2,Furniture,14,86.04583415018963,1204.6416781026549,856.1712050370294,348.47047306562547,28.927313357983465,2023-08-01
Walmart,1729,West,Urban,30,Female,118371,5,Electronics,17,153.21444677753777,2604.6455952181423,1361.8119428743687,1242.8336523437736,47.716036862192944,2023-08-02
Walmart,1812,East,Urban,28,Male,95324,4,Clothing,18,54.57672376584963,982.3810277852933,534.6287176257922,447.7523101595011,45.57827334765678,2023-08-03
Walmart,1922,East,Rural,63,Female,91196,5,Toys,3,139.50021145459894,418.50063436379685,245.9761566024244,172.52447776137245,41.22442443215015,2023-08-04
Target,1072,South,Urban,36,Male,90014,4,Electronics,2,408.8981157605273,817.7962315210546,560.7956695443174,257.0005619767371,31.42599000471434,2023-08-05
Walmart,1793,West,Urban,28,Male,28210,4,Toys,1,192.26622554680344,192.26622554680344,129.45292136127787,62.81330418552557,32.669962707638895,2023-08-06
Target,1248,East,Urban,30,Male,30922,5,Clothing,10,48.756498737645394,487.5649873764539,399.7431947292045,87.82179264724942,18.01232551988835,2023-08-07
Walmart,1046,South,Suburban,63,Male,56289,5,Clothing,19,174.40163476555776,3313.6310605455974,2636.95400291144,676.6770576341573,20.421013844635464,2023-08-08
Walmart,1120,West,Rural,62,Female,53340,2,Furniture,17,490.78475044943366,8343.340757640372,5594.437898012317,2748.902859628054,32.94726824037195,2023-08-09
Walmart,1213,North,Rural,18,Female,59850,5,Toys,12,316.69337965330544,3800.3205558396653,2407.4334617677737,1392.8870940718916,36.65183169697481,2023-08-10
Target,1238,East,Suburban,57,Female,76984,2,Groceries,1,210.9996684710481,210.9996684710481,132.2097576428888,78.7899108281593,37.34124863754006,2023-08-11
Target,1055,North,Rural,61,Male,104178,2,Furniture,12,87.43656418114865,1049.238770173784,849.4616464920587,199.77712368172524,19.040196508239628,2023-08-12
Target,1349,West,Urban,36,Male,31094,2,Toys,17,493.15751465542894,8383.677749142293,4366.462183923768,4017.2155652185247,47.91710375114923,2023-08-13
Target,1106,East,Rural,29,Female,107959,4,Electronics,3,411.3202595852487,1233.960778755746,623.3089544238893,610.6518243318568,49.487134019575755,2023-08-14
Walmart,1830,West,Urban,25,Female,53418,4,Electronics,11,144.33126471320512,1587.6439118452563,1299.03844010062,288.60547174463636,18.17822432293407,2023-08-15
Target,1047,North,Suburban,25,Male,25741,5,Clothing,17,39.68400438198878,674.6280744938092,466.0725736009812,208.55550089282804,30.91414496043803,2023-08-16
Walmart,1572,East,Urban,62,Male,92374,4,Groceries,3,33.02965090189122,99.08895270567368,54.73202633211684,44.35692637355684,44.76475445785697,2023-08-17
Walmart,1336,North,Rural,29,Female,88798,5,Electronics,8,64.58718400523924,516.6974720419139,307.0352651826248,209.66220685928909,40.57736261621995,2023-08-18
Target,1025,West,Rural,65,Male,90532,4,Toys,4,292.4804488891387,1169.9217955565548,1021.3435774467874,148.57821810976736,12.699841876104701,2023-08-19
Target,1803,West,Rural,50,Male,42164,1,Toys,7,464.73789349671875,3253.1652544770313,2745.0247138075306,508.14054066950075,15.619880975004074,2023-08-20
Target,1256,North,Suburban,62,Female,55595,1,Electronics,14,250.88799686296232,3512.4319560814724,2753.444654982966,758.9873010985066,21.608597991041098,2023-08-21
Target,1007,East,Suburban,43,Male,50257,5,Toys,14,422.2580138158176,5911.612193421446,4096.097517365765,1815.5146760556809,30.710990786506937,2023-08-22
Target,1624,North,Rural,56,Female,34211,4,Toys,4,225.71387683060487,902.8555073224195,639.3385742599555,263.516933062464,29.187054952344578,2023-08-23
Target,1866,West,Urban,45,Male,115989,4,Clothing,16,355.7488551550735,5691.981682481176,5066.420453551052,625.5612289301243,10.990218588641657,2023-08-24
Target,1252,North,Suburban,22,Female,25232,2,Groceries,1,367.2770049568179,367.2770049568179,325.52061292066395,41.756392036153954,11.369182244628522,2023-08-25
Target,1691,West,Rural,25,Male,87753,3,Clothing,17,91.11203442215263,1548.9045851765948,907.824777414005,641.0798077625898,41.38923816856663,2023-08-26
Walmart,1718,North,Rural,42,Female,72691,5,Groceries,10,183.80194919302681,1838.019491930268,1515.3401471102625,322.67934482000555,17.555817347787276,2023-08-27
Target,1302,East,Suburban,44,Female,109765,3,Toys,16,320.4645674863218,5127.433079781149,2968.2559683901713,2159.1771113909776,42.11029335331933,2023-08-28
Target,1638,East,Suburban,63,Female,99768,3,Groceries,16,39.99482105126126,639.9171368201802,374.61708499061035,265.30005182956984,41.45850088464195,2023-08-29
Walmart,1055,North,Suburban,40,Female,45613,5,Toys,8,183.9623929426635,1471.699143541308,1133.851787504355,337.8473560369532,22.956278633416925,2023-08-30
Target,1725,North,Urban,47,Male,34026,4,Toys,7,269.72573580919027,1888.080150664332,1249.9098894283252,638.1702612360068,33.79995605649807,2023-08-31
Walmart,1525,East,Urban,62,Male,73535,5,Clothing,6,498.13112405709614,2988.7867443425766,2608.0684024618613,380.71834188071534,12.738223715739192,2023-09-01
Walmart,1473,West,Rural,64,Female,114090,3,Clothing,16,239.89411349810817,3838.3058159697307,2055.8115412365755,1782.4942747331552,46.43961060415964,2023-09-02
Target,1027,East,Suburban,40,Male,50908,4,Furniture,16,408.94809477159015,6543.169516345442,4610.384350082219,1932.7851662632238,29.538974367620273,2023-09-03
Walmart,1982,West,Urban,66,Male,72113,1,Electronics,7,218.87330610797576,1532.1131427558303,1328.9681348563574,203.14500789947283,13.259138782275143,2023-09-04
Walmart,1077,North,Suburban,64,Male,39610,5,Furniture,9,399.2134076967559,3592.920669270803,3095.8237978781613,497.0968713926418,13.835453580819793,2023-09-05
Walmart,1215,North,Rural,37,Male,66646,5,Furniture,14,299.73032680195365,4196.224575227351,2360.8449804441316,1835.3795947832195,43.73883146337035,2023-09-06
Walmart,1385,West,Urban,35,Male,83185,4,Groceries,11,443.86474354368715,4882.512178980559,3157.3013038880276,1725.2108750925313,35.33449199614174,2023-09-07
Target,1364,North,Urban,35,Female,92567,1,Toys,14,208.4165634133044,2917.8318877862616,2181.512809279981,736.3190785062807,25.23514399813215,2023-09-08
Walmart,1665,West,Urban,19,Female,67574,1,Toys,7,304.130687811632,2128.914814681424,1200.1926599704227,928.7221547110014,43.624204609143916,2023-09-09
Target,1525,South,Rural,21,Female,111051,4,Toys,1,316.8592469063195,316.8592469063195,281.12033402237273,35.738912883946796,11.279113118170454,2023-09-10
Walmart,1698,East,Suburban,47,Female,56182,2,Electronics,13,211.60455619123428,2750.859230486046,2381.9682690475825,368.89096143846336,13.410026850893583,2023-09-11
Walmart,1311,South,Urban,50,Male,20570,5,Groceries,3,76.43446162530336,229.30338487591007,129.9645889012522,99.33879597465787,43.32199283862124,2023-09-12
Walmart,1882,West,Rural,53,Male,117790,5,Groceries,4,51.311906421606096,205.24762568642439,112.57056114831653,92.67706453810786,45.15378154956058,2023-09-13
Walmart,1006,East,Suburban,35,Female,39288,3,Toys,11,13.252417546818386,145.77659301500225,77.86851956284883,67.90807345215342,46.5836606876694,2023-09-14
Target,1002,West,Rural,54,Male,98824,4,Furniture,2,437.3994608013812,874.7989216027624,755.6315954244652,119.16732617829723,13.62225343853475,2023-09-15
Target,1622,East,Suburban,36,Male,49877,3,Electronics,14,122.0550815581538,1708.7711418141532,986.7290823257149,722.0420594884383,42.25504760818157,2023-09-16
Walmart,1918,East,Rural,64,Female,104425,3,Furniture,12,109.69584089447518,1316.3500907337022,877.3657267510248,438.98436398267745,33.3486028582258,2023-09-17
Walmart,1749,East,Suburban,45,Male,20917,1,Clothing,17,369.3375232109024,6278.737894585342,4266.656978714916,2012.080915870426,32.045945373919885,2023-09-18
Target,1362,East,Urban,57,Female,95602,5,Groceries,12,163.40797597825892,1960.895711739107,1450.2871310226533,510.6085807164536,26.03955823145729,2023-09-19
Walmart,1750,West,Suburban,37,Female,115040,3,Groceries,12,255.4921227438591,3065.9054729263094,1620.9262496621468,1444.9792232641626,47.130586250103,2023-09-20
Walmart,1507,East,Rural,66,Male,84575,1,Furniture,1,85.44297732224086,85.44297732224086,50.471461222790424,34.97151609945044,40.92965530397936,2023-09-21
Walmart,1273,East,Rural,50,Male,92518,4,Electronics,13,480.07413212367476,6240.963717607772,5445.840942028463,795.1227755793088,12.740384523242957,2023-09-22
Target,1505,South,Suburban,29,Female,59104,3,Groceries,14,426.5327930085325,5971.459102119456,5155.543072462212,815.9160296572436,13.663595709257221,2023-09-23
Target,1805,North,Urban,68,Female,38062,5,Furniture,2,432.5758633676766,865.1517267353532,702.9498444417633,162.20188229358996,18.74837410377231,2023-09-24
Target,1738,North,Urban,32,Male,36999,3,Electronics,12,206.3530055431426,2476.236066517711,1257.3348589129332,1218.901207604778,49.223950175271376,2023-09-25
Walmart,1882,South,Suburban,58,Female,81845,4,Furniture,16,382.36880078505055,6117.900812560809,3859.188396158479,2258.71241640233,36.91972926015592,2023-09-26
Walmart,1014,South,Suburban,56,Female,29941,3,Electronics,4,76.21869691794117,304.8747876717647,229.0169082776019,75.85787939416278,24.881650586283683,2023-09-27
Target,1191,West,Rural,19,Female,81169,5,Toys,8,9.266406282931237,74.1312502634499,45.225702915337465,28.905547348112435,38.99239152906098,2023-09-28
Target,1984,West,Urban,46,Male,43470,1,Electronics,2,14.886601626123921,29.773203252247843,25.719125445074518,4.054077807173325,13.616532197848905,2023-09-29
Target,1630,West,Suburban,58,Female,79821,5,Clothing,10,295.3678600152574,2953.6786001525743,2225.7615953869736,727.9170047656007,24.644421526702317,2023-09-30
Target,1484,South,Urban,27,Male,106669,1,Toys,9,230.4204780977307,2073.7843028795764,1096.5397600967656,977.2445427828109,47.12373130734219,2023-10-01
Walmart,1027,South,Suburban,19,Female,64435,2,Furniture,15,261.41759770971726,3921.2639656457586,3386.4123268516983,534.8516387940604,13.639776446571872,2023-10-02
Target,1713,East,Suburban,68,Male,24529,5,Toys,13,8.694254506523606,113.02530858480688,99.81340312944616,13.211905455360721,11.6893336729511,2023-10-03
Walmart,1038,West,Urban,28,Female,103055,5,Toys,17,214.22987673042573,3641.907904417237,1934.1625405335005,1707.7453638837367,46.89150326433097,2023-10-04
Target,1952,West,Suburban,30,Male,32192,4,Furniture,16,360.4437397944261,5767.099836710818,4111.619767771417,1655.4800689394006,28.70559060554741,2023-10-05
Walmart,1272,West,Suburban,27,Male,94102,3,Furniture,2,224.13338247388074,448.2667649477615,278.5286326294191,169.73813231834237,37.86542871143318,2023-10-06
Target,1230,North,Rural,31,Male,92762,1,Clothing,14,367.44850712455,5144.2790997437005,3380.489090154208,1763.7900095894925,34.28643694074391,2023-10-07
Target,1085,East,Suburban,35,Female,106795,1,Furniture,3,120.34438737643322,361.0331621292996,206.4605999841687,154.57256214513092,42.8139512817863,2023-10-08
Target,1473,West,Suburban,68,Female,54087,4,Groceries,12,407.5052922184541,4890.063506621449,3575.7554694094647,1314.3080372119844,26.877115919503495,2023-10-09
Target,1125,West,Suburban,26,Female,86677,4,Groceries,8,296.27346402445886,2370.187712195671,2093.330212740906,276.8574994547648,11.680825870044375,2023-10-10
Walmart,1811,West,Rural,56,Male,24627,3,Clothing,2,109.32773421780358,218.65546843560716,153.32756424560662,65.32790419000054,29.877095989135643,2023-10-11
Target,1536,North,Urban,45,Female,76541,3,Electronics,4,122.17663554764731,488.70654219058923,260.56163044348546,228.14491174710378,46.68341674422075,2023-10-12
Walmart,1144,North,Rural,20,Male,88226,5,Electronics,14,315.87507996192085,4422.251119466891,3307.8461961500198,1114.4049233168716,25.19994666090366,2023-10-13
Walmart,1524,South,Rural,37,Female,23255,2,Groceries,16,415.8200986401595,6653.121578242552,4231.978767440457,2421.1428108020946,36.39108022194972,2023-10-14
Walmart,1211,East,Urban,23,Male,77433,3,Furniture,19,210.7357521044318,4003.9792899842046,3372.8323381518467,631.1469518323579,15.762992416348082,2023-10-15
Walmart,1024,South,Rural,44,Male,25213,4,Clothing,2,132.85871241815815,265.7174248363163,179.0593356994665,86.65808913684981,32.61287406734119,2023-10-16
Target,1579,East,Urban,19,Male,39404,3,Electronics,12,434.1707454207472,5210.048945048967,3006.905992977764,2203.1429520712027,42.286415642310175,2023-10-17
Walmart,1393,North,Rural,46,Female,45380,1,Electronics,14,336.2878044166633,4708.029261833286,2713.9069764089554,1994.1222854243306,42.35577509235421,2023-10-18
Walmart,1066,West,Urban,55,Female,111056,2,Toys,6,226.80231620512288,1360.8138972307372,1098.8649409427915,261.94895628794575,19.249432771153582,2023-10-19
Walmart,1232,South,Suburban,20,Female,39173,5,Groceries,13,246.5105966632544,3204.6377566223073,1942.7636964017154,1261.874060220592,39.3764960677056,2023-10-20
Target,1108,West,Rural,33,Male,73027,1,Furniture,4,106.10695162851621,424.42780651406486,342.4679778839684,81.95982863009647,19.310664233631087,2023-10-21
Target,1145,South,Rural,47,Male,43989,1,Clothing,18,315.26730188209774,5674.81143387776,3304.754383030336,2370.0570508474234,41.76450756933603,2023-10-22
Target,1110,North,Rural,57,Female,44519,2,Electronics,12,182.5775427187299,2190.9305126247586,1377.3822485856422,813.5482640391165,37.13254525194762,2023-10-23
Target,1227,North,Rural,19,Female,42439,5,Toys,19,497.8443624538029,9459.042886622256,6490.745937499554,2968.2969491227013,31.380521102412036,2023-10-24
Walmart,1110,North,Suburban,34,Female,96949,4,Groceries,8,242.6908400546345,1941.526720437076,1703.2593381326128,238.26738230446313,12.27216601226196,2023-10-25
Walmart,1469,South,Rural,58,Male,34995,5,Groceries,7,245.51337506385852,1718.5936254470096,1499.803887607738,218.78973783927154,12.730743009847014,2023-10-26
Target,1033,East,Suburban,29,Male,43559,3,Clothing,16,285.09663476828257,4561.546156292521,2658.2353214172854,1903.3108348752357,41.72512498310849,2023-10-27
Walmart,1622,South,Suburban,52,Male,109049,1,Electronics,19,458.7942215437796,8717.090209331813,5607.596183552394,3109.4940257794187,35.671238350277086,2023-10-28
Walmart,1775,East,Suburban,60,Male,25021,3,Clothing,6,401.4049594305764,2408.4297565834586,1348.1420513987036,1060.287705184755,44.024024461849116,2023-10-29
Walmart,1935,South,Suburban,18,Male,118000,4,Clothing,11,228.3093845499315,2511.4032300492468,1768.0128852105584,743.3903448386884,29.600596827460123,2023-10-30
Target,1368,South,Urban,62,Female,41119,3,Toys,5,360.756136656534,1803.78068328267,1234.2063048413752,569.5743784412948,31.576697972213342,2023-10-31
Target,1747,North,Urban,32,Male,71539,5,Groceries,16,295.186571896477,4722.985150343632,4063.203323682187,659.7818266614449,13.969593501970696,2023-11-01
Walmart,1594,West,Rural,43,Male,114835,3,Furniture,7,248.7216891071182,1741.0518237498275,1518.2009355150317,222.85088823479578,12.79978488835708,2023-11-02
Target,1553,West,Urban,54,Male,59350,4,Groceries,5,100.19630752825351,500.98153764126755,327.3548413549868,173.62669628628078,34.65730435970831,2023-11-03
Target,1424,East,Urban,38,Male,66223,4,Groceries,11,234.648450410171,2581.132954511881,1798.2628811400202,782.8700733718608,30.33048227924042,2023-11-04
Target,1612,West,Rural,66,Male,45517,4,Toys,15,126.68020057617444,1900.2030086426166,1631.3138311541306,268.889177488486,14.150550034154676,2023-11-05
Target,1517,South,Rural,48,Female,98653,5,Furniture,3,457.84686417656906,1373.5405925297073,1129.9886643642508,243.5519281654565,17.731687690197543,2023-11-06
Target,1691,South,Rural,42,Male,42250,4,Electronics,5,171.02637268069174,855.1318634034587,428.81658303506254,426.3152803683962,49.85374754621404,2023-11-07
Walmart,1281,North,Urban,40,Male,104486,1,Furniture,5,476.3706871940193,2381.8534359700966,1495.8607070513513,885.9927289187453,37.197617432656706,2023-11-08
Target,1319,North,Urban,41,Male,102895,4,Electronics,9,268.86236859688205,2419.7613173719383,1618.1178568063335,801.6434605656048,33.12903032255496,2023-11-09
Walmart,1737,West,Rural,55,Female,109132,3,Furniture,15,317.61446744469936,4764.21701167049,2819.875796467796,1944.341215202694,40.81134865267072,2023-11-10
Walmart,1442,East,Suburban,45,Female,111066,3,Clothing,3,273.75552002221724,821.2665600666517,476.19387782284616,345.0726822438055,42.01713536416244,2023-11-11
Target,1951,West,Rural,38,Female,86798,3,Furniture,6,69.04340539851694,414.26043239110163,213.39126661155507,200.86916577954656,48.488619736172815,2023-11-12
Walmart,1314,West,Suburban,60,Male,74199,5,Toys,17,191.03150340893077,3247.535557951823,2459.5142026054064,788.0213553464168,24.265210997209564,2023-11-13
Walmart,1876,West,Suburban,35,Female,79546,3,Electronics,8,54.07732557742385,432.6186046193908,261.7360365365186,170.88256808287218,39.49958838067338,2023-11-14
Walmart,1965,West,Rural,53,Male,108151,5,Groceries,11,313.36225187077395,3446.9847705785132,1795.6683560234537,1651.3164145550595,47.90611286274747,2023-11-15
Target,1740,South,Rural,52,Male,23327,5,Toys,6,226.20272662421726,1357.2163597453036,804.0037394772032,553.2126202681004,40.76082757887745,2023-11-16
Target,1376,East,Rural,62,Female,49768,4,Electronics,8,390.10256092761375,3120.82048742091,2561.462040974323,559.3584464465871,17.92344188655493,2023-11-17
Walmart,1288,South,Urban,26,Male,84418,1,Electronics,10,114.13288809468807,1141.3288809468806,959.3961184042518,181.9327625426289,15.940432734138124,2023-11-18
Target,1436,East,Suburban,55,Male,114386,4,Groceries,3,86.46019892252079,259.38059676756234,179.80950276638296,79.57109400117938,30.677350192267888,2023-11-19
Target,1661,North,Urban,47,Male,62788,4,Clothing,14,206.13445432706507,2885.882360578911,1923.233583684123,962.6487768947882,33.35717318365256,2023-11-20
Target,1276,West,Urban,61,Female,102384,5,Toys,14,463.6597646930987,6491.236705703382,5784.610268078247,706.6264376251347,10.885852259928729,2023-11-21
Target,1709,South,Rural,51,Male,66830,5,Groceries,10,356.6587984311438,3566.587984311438,2069.4265941414487,1497.1613901699893,41.9774136164772,2023-11-22
Walmart,1581,East,Urban,49,Male,72446,3,Groceries,12,212.36719427249474,2548.406331269937,1493.7323496047436,1054.6739816651932,41.385628685815654,2023-11-23
Walmart,1502,North,Rural,20,Female,35160,3,Clothing,6,261.0497240283837,1566.2983441703022,966.0096025290605,600.2887416412417,38.32531291854401,2023-11-24
Target,1623,North,Suburban,20,Male,76583,4,Toys,12,46.68544053266368,560.2252863919641,318.825850440114,241.39943595185014,43.08970726875651,2023-11-25
Target,1515,West,Rural,45,Male,53998,2,Groceries,14,492.365068706176,6893.110961886464,4492.55914636079,2400.551815525674,34.82537607183254,2023-11-26
Walmart,1349,East,Urban,61,Female,47230,2,Clothing,2,334.8716158239849,669.7432316479698,578.8816392958641,90.86159235210562,13.566630920409848,2023-11-27
Walmart,1842,South,Urban,32,Male,29076,3,Toys,9,146.27501388939413,1316.4751250045472,982.2736126673858,334.2015123371614,25.386086374857026,2023-11-28
Target,1445,West,Rural,58,Male,89341,2,Furniture,10,294.97515513654594,2949.7515513654594,1960.9317640221982,988.8197873432612,33.52213805550945,2023-11-29
Walmart,1829,South,Rural,40,Male,51085,3,Electronics,17,59.193771204152014,1006.2941104705842,879.2638869701531,127.03022350043113,12.623568217151407,2023-11-30
Target,1349,North,Urban,57,Male,75571,5,Clothing,17,483.0891510597539,8212.515568015815,4265.463089487759,3947.052478528056,48.06143070096711,2023-12-01
Target,1606,South,Suburban,28,Male,34715,4,Electronics,3,91.51856900226613,274.5557070067984,160.37086337961233,114.18484362718607,41.58895288392555,2023-12-02
Walmart,1663,South,Suburban,65,Female,25750,1,Furniture,19,325.775007437331,6189.725141309289,4495.940541126165,1693.784600183124,27.364455795929644,2023-12-03
Walmart,1822,West,Rural,49,Female,98768,4,Groceries,1,126.49995895677057,126.49995895677057,94.39693210625315,32.10302685051742,25.37789507227282,2023-12-04
Target,1136,South,Suburban,53,Female,55903,3,Groceries,12,360.1928844110252,4322.314612932302,2229.54930193285,2092.765310999452,48.41769973749548,2023-12-05
Target,1758,West,Urban,50,Female,92489,3,Toys,7,389.5265767839391,2726.6860374875737,1802.9270802444712,923.7589572431025,33.87844968371472,2023-12-06
Walmart,1898,North,Rural,41,Male,52093,4,Clothing,4,338.34276581115915,1353.3710632446366,1028.1040082593702,325.26705498526644,24.03384140676509,2023-12-07
Target,1242,West,Urban,56,Male,111036,3,Clothing,10,309.1772328263203,3091.772328263203,2409.196243549846,682.576084713357,22.077178143863936,2023-12-08
Walmart,1542,West,Urban,51,Male,107954,2,Toys,13,446.7722015062458,5808.038619581195,4386.5557891947055,1421.4828303864897,24.474403899349237,2023-12-09
Target,1039,East,Suburban,45,Male,54314,2,Electronics,2,43.92022193993023,87.84044387986046,55.183588307699395,32.656855572161064,37.177471025563015,2023-12-10
Walmart,1228,South,Rural,54,Male,68225,3,Groceries,10,168.80280906119663,1688.0280906119663,907.1598835742928,780.8682070376734,46.25919505608362,2023-12-11
Walmart,1547,North,Rural,24,Female,107985,3,Groceries,4,127.90230241726876,511.609209669075,343.2104692955058,168.39874037356924,32.91550214322663,2023-12-12
Walmart,1919,West,Suburban,21,Female,103014,2,Clothing,18,494.0669112223837,8893.204402002906,4904.618012673052,3988.586389329854,44.84982250527778,2023-12-13
Target,1222,North,Urban,54,Male,55179,3,Clothing,5,197.74794093510238,988.7397046755119,869.151106845457,119.58859783005494,12.095053659173317,2023-12-14
Target,1005,East,Urban,18,Male,45338,3,Toys,19,367.64328612399737,6985.22243635595,4820.280895955556,2164.941540400394,30.993165359094853,2023-12-15
Walmart,1321,South,Urban,18,Male,112435,4,Furniture,2,343.93895612109725,687.8779122421945,431.233187519611,256.6447247225835,37.3096330257253,2023-12-16
Target,1467,West,Urban,64,Female,89681,1,Electronics,12,109.98021255130197,1319.7625506156237,1064.417041486618,255.34550912900568,19.34783715524401,2023-12-17
Walmart,1731,South,Rural,37,Male,52101,2,Furniture,17,123.3038517047179,2096.165478980204,1465.59579952119,630.5696794590142,30.082056296709442,2023-12-18
Walmart,1074,East,Rural,36,Male,22775,4,Furniture,10,144.2358589587519,1442.358589587519,900.0513898332555,542.3071997542635,37.59863903950201,2023-12-19
Target,1003,East,Suburban,46,Male,117183,1,Clothing,2,208.50800273839272,417.01600547678544,343.949420541519,73.06658493526646,17.521290304367934,2023-12-20
Target,1846,North,Suburban,27,Female,65619,3,Clothing,6,120.99090749701077,725.9454449820646,614.7747841412979,111.17066084076669,15.313913959955116,2023-12-21
